title,desc
砂時計,砂時計（すなどけい）は、時計の原理の1つである。
脚,脚（あし）は、動物の体を支える部分である。脚という言葉は言語用途によって意味が異なり、一般に生物学に限らず体部下位に付属し支えるものを指して脚と呼び、それを機軸として慣用句として様々な意味合いを持つ言葉に発展してきた。
すのこ,すのこ（簀子、簀の子）は太い木の角材の上に薄い木の板を直角に打ち付けたもの。
スピーカー,"スピーカー（英: speaker）は電気信号を物理振動に変えて、音楽や音声などの音を生み出す機械である。語尾を伸ばさずにスピーカ、 ラウドスピーカー（英: loudspeaker）、拡声器とも呼ばれる。スピーカーユニット（後述）と区別するために、エンクロージャー（後述）に纏められたものをスピーカーシステムと呼ぶことがある。
"
すべり台,"滑り台（すべりだい）とは、公園によく置かれている遊具または非常時の避難器具のひとつである。遊具として用いられる場合は、高所へ上がり、そこから滑り降りて楽しむ。避難器具として用いられる場合は、高低差のある場所を迅速かつ円滑に避難させるために用いられる。
"
ズボン,"ズボン（洋袴）とは衣服のボトムスの一種で、2本に分かれた筒に片脚ずつを入れて穿く形のものを指す。下半身の下着を身に着けたその上に穿くものである。着用中にずり落ちてこないように、ベルトやサスペンダーなどで留められる。
"
スポンジ,スポンジ（英: sponge、ギリシャ語のΣπόγγος「スポンゴス」に由来）は、本来は水生生物の海綿動物、特に加工して入浴用などに用いられるモクヨクカイメンおよびその加工品のことである。天然の海綿加工品を模して合成樹脂などで作られた人造のスポンジがある。
炭,炭（すみ、Charcoal）とは、狭義には、有機物が蒸し焼きになり炭化することで得られる、炭素を主成分とする可燃物である。製品である、木炭、竹炭、ヤシガラ炭などは、燃料などに使われる。
相撲,"相撲（すもう）は、土俵の上で力士が組合って戦う形を取る日本古来の神事や祭りであり、同時に武芸でもあり武道でもある（「弓取り式」の本来の意味から）。古くから祝儀（懸賞金という表現）を得るための興行として、大相撲が行われている。日本由来の武道・格闘技・スポーツとして国際的にも行われている。
"
スモモ,スモモ（李、酢桃、学名：Prunus salicina）はバラ科サクラ属の落葉小高木。また、その果実のこと。
スリッパ,スリッパ (英: slipper) は、履物の種類で、「スリップ」の名のとおり、足をするりと滑らすように入れて履ける履物である。
スルメ,スルメ（鯣）は、イカの内臓を取り除いて素干しや機械乾燥などで乾燥させた加工食品。乾物の一種。古くから日本、朝鮮半島、中国南部および東南アジアにおいて用いられている食品で長期保存に向いている。日本では縁起物とされ結納品などにも用いられ寿留女と表記される。俗語としてアタリメとも言う。
星雲,星雲（せいうん、nebula）は、宇宙空間に漂う重力的にまとまりをもった、宇宙塵や星間ガスなどから成るガスのこと。
聖火,聖火（せいか）
星座,"星座（せいざ、英: constellation）は、複数の恒星が天球上に占める見かけの配置を、その特徴から連想したさまざまな事物の名前で呼んだものである。古来さまざまな地域・文化や時代に応じていろいろなグループ化の方法や星座名が用いられた。
"
青春,青春（せいしゅん）とは、季節の「春」を示す言葉である。転じて、生涯において若く元気な時代、主に青年時代を指す言葉として用いられる。
成人式,"成人式（せいじんしき）とは、成人式を行う年度内に満20歳となる人々を学齢ごとに各日本の地方公共団体ごとに1月第2月曜日（成人の日）に自主的に招き、激励・祝福する行事（イベント）である。講演会やパーティーを開いたり、記念品を贈ったりする。日本政府の主催ではなく、各地方自治体が自主的に行っているため、満20歳の学齢方式はどこも同じだが成人の日以外に主催する自治体も存在する[1]。
"
静電気,静電気（せいでんき、static electricity）とは、静止した電荷によって引き起こされる物理現象のこと。
肉,"肉（にく）とは、動物の皮下組織および筋肉のことである。
"
生物,"生物（せいぶつ）または生き物（いきもの）とは、動物・菌類・植物・古細菌・真正細菌などを総称した呼び方である。
"
クリスマス・イヴ,"クリスマス・イヴ（英: Christmas Eve）、クリスマス・イブは、クリスマスの前夜、すなわち12月24日の夜を指す英語の音訳である。「イヴ」(eve) は「evening（夜、晩）」と同義の古語「even」の語末音が消失したものである。
"
咳嗽,咳嗽（がいそう、cough）とは、医療分野における症状の一種であり、肺や気道から空気を強制的に排出させるための生体防御運動であり、通常繰り返して起こる気管・喉頭・呼吸筋の反射的な収縮運動である[1]。一般的には咳（せき）という。
赤外線,"赤外線（せきがいせん）は、可視光線の赤色より波長が長く（周波数が低い）、電波より波長の短い電磁波のことである。ヒトの目では見ることができない光である。英語では infrared といい、「赤より下にある」「赤より低い」を意味する（infra は「下」を意味する接頭辞）。分光学などの分野ではIRとも略称される。対義語に、「紫より上にある」「紫より高い」を意味する紫外線（英：ultraviolet）がある。
"
脊髄,脊髄（せきずい、英: spinal cord）は、脊椎動物のもつ神経幹。脊椎の脊髄腔の中を通り、全身に枝を出す。脳と脊髄を合わせて中枢神経系と称する。
赤道,赤道（せきどう、英語: Equator、スペイン語: Ecuador、ポルトガル語: Equador）は、自転する天体の重心を通り、天体の自転軸に垂直な平面が天体表面を切断する、理論上の線。緯度の基準の一つであり、緯度0度を示す。緯線の中で唯一の大円である。赤道より北を北半球、南を南半球という。また、天文学では赤道がつくる面（赤道面）と天球が交わってできる円のことを赤道（天の赤道）と呼ぶ。天の赤道は恒星や惑星の天球上の位置（赤緯、赤経）を決める基準となる。
赤飯,"赤飯（せきはん）は、もち米にアズキやササゲを混ぜて蒸したおこわである[1]。
"
石油,"石油（せきゆ）とは、炭化水素を主成分として、ほかに少量の硫黄・酸素・窒素などさまざまな物質を含む液状の油で、鉱物資源の一種である。地下の油田から採掘後、ガス、水分、異物などを大まかに除去した精製前のものを特に原油（げんゆ）という。
"
積乱雲,"積乱雲（せきらんうん）とは、何らかの原因で発生した強い上昇気流によって積雲から成長して塔あるいは山のように立ち上り、雲頂が時には成層圏下部にも達することがあるような、巨大な雲のことである[1][2]。積乱雲の鉛直方向の大きさは雲の種類の中でも最大であり、最高部から最低部までの高さは1万メートルを超えることもある。また、他に雷雲（らいうん）、入道雲（にゅうどうぐも）などの言い方がある。
"
石灰,石灰（せっかい）とは、生石灰（酸化カルシウム、CaO）または消石灰（水酸化カルシウム、Ca(OH)2）のこと。炭酸カルシウム（CaCO3）やカルシウム（Ca）を指すこともある。
石器,"石器（せっき）は、石を材料として、それを加工して製作した道具・利器・武器の総称である。主として手の延長としての石製の道具を指し、石碑や墓石のようなものは含めない。縄文時代に儀式に使用されたと考えられる石棒を広義の石器に含めることがある。
"
節句,節句（せっく）は、中国の陰陽五行説に由来して定着した日本の暦（「暦」も参照）における、伝統的な年中行事を行う季節の節目（ふしめ）となる日。日本の文化・風習。節供（せっく）、古くは節日（せちにち）とも。
赤血球,"赤血球(せっけっきゅう、英: Red blood cell あるいは Erythrocyte)は血液細胞の1種であり、酸素を運ぶ役割を持つ。
"
石鹸,"石鹸（石鹼、せっけん、せきけん）とは一般に汚れ落としの洗浄剤を指し、より化学的には高級脂肪酸の塩の総称である。
"
節分,"節分（せつぶん/せちぶん）は、雑節の一つで、各季節の始まりの日（立春・立夏・立秋・立冬）の前日のこと。節分とは「季節を分ける」ことも意味している。江戸時代以降は特に立春（毎年2月4日ごろ）の前日を指す場合が多い。
太陰太陽暦（旧暦）では、立春に最も近い新月を元日とし、月（太陰）の満ち欠けを基準（月切）にした元日（旧正月）と、太陽黄経を基準（節切）にした立春は、ともに新年ととらえられていた。したがって、旧暦12月末日（大晦日）と立春前日の節分は、ともに年越しの日と意識されていたことになる。今も節分を「年越し」「年取り（数え年とは、生まれた日を1歳とし、誕生日に関係なく新年に皆が年を取る数え方）」と呼ぶ地域があるのはこの名残である。
本項目では、立春の前日、およびその日に行われる伝統的な行事について述べる。
"
切腹,切腹（せっぷく）は、自分の腹部を短刀で切り裂いて死ぬ自殺の一方法。腹切り（はらきり）・割腹（かっぷく）・屠腹（とふく）ともいう。主に武士などが行った日本独特の習俗。
背中,背中（せなか、英: back）とは、背の中央[1]。
背びれ,"背びれ（せびれ、背鰭）は魚、クジラ、イルカなどの水生動物の背側に付いているひれである。
"
脊椎,"脊椎（せきつい）は一般的に背骨といわれている部分を指す。動物の身体を重力から支える役割を持っている。動物を脊椎の有無によってヒトを含む脊椎動物と無脊椎動物に分けることは古くから行われてきたが、実際には脊椎を持つ脊椎動物は動物全体の中の一つの亜門にすぎない。
"
せみ,せみは、第二次世界大戦期に日本内燃機が製造した航空機用レシプロエンジン。フランス製のAVA-4Hエンジンを国産化したもの。NH-1 雲雀（プー・ド・シェルのライセンス生産機）用に開発され、一式標的機や前翼型滑空機などの機体に搭載された。
ゼラチン,"ゼラチン（英: gelatin）は、動物の皮膚や骨、腱などの結合組織の主成分であるコラーゲンに熱を加え、抽出したもの。タンパク質を主成分とする説が有力。
"
ゼリー,ゼリー（jelly）は一般には、ゲルの通称、あるいは特に、水分を大量に含み一様な分散状態をとるゲルのことである[1]。
セロリ,"セロリ（英: celery、学名: Apium graveolens var. dulce）は、セリ科の植物。
"
セロハンテープ,"セロハンテープ (cellophane tape) は、基材（支持体）となるセロファンの片面に接着剤を塗り、帯状にしたもの。通常の製品は、これを巻き取った巻物状にして供給される。セロファンテープ、セロファン粘着テープとも。無色透明の製品のほか色付きのものも販売されている。テープ両面に接着剤を塗ったものは両面テープと呼ばれる。
"
禅,"禅（ぜん）は、大乗仏教の一派である禅宗（ぜんしゅう）の略、もしくは、サンスクリット語の dhyāna （ディヤーナ）の音写、禅那（ぜんな）の略である[1][2]。また坐禅（座禅）の略としての意もある[3]。本項では宗派についての禅宗について述べる。
"
戦車,"戦車（せんしゃ）は、戦線を突破することなどを目的とする高い戦闘力を持った装甲戦闘車両である。一般に攻撃力として敵戦車を破壊できる強力な火砲を搭載した旋回砲塔を装備し、防御力として大口径火砲をもってしても容易に破壊されない装甲を備え、履帯による高い不整地走破能力を持っている。
"
染色体,染色体（せんしょくたい）は遺伝情報の発現と伝達を担う生体物質である。塩基性の色素でよく染色されることから、1888年にヴィルヘルム・フォン・ヴァルデヤー（Heinrich Wilhelm Gottfried von Waldeyer-Hartz）によって Chromosome と名付けられた。Chromo- はギリシャ語 χρῶμα (chroma) 「色のついた」に、-some は同じく σῶμα (soma) 「体」に由来する。
扇子,扇子（せんす）とは、あおいで風を起こす道具のひとつ。また儀礼、芸能で用いられる。ただし古くは扇（おうぎ）と呼ぶのが普通であった。「おうぎ」という言葉は古くは「あふぐ」（扇ぐ）の派生形の「阿布岐（あふぎ）」と呼ばれたが[1]、日本語の変化により関連がわかりにくくなった。
潜水艦,"潜水艦（せんすいかん、英語: Submarine、ドイツ語: U-Boot、中国語: 潛艇）は、水中航行可能な軍艦である。
"
戦争,"戦争（せんそう）とは、複数の集団の間での物理的暴力の行使を伴う紛争である。国際紛争の武力による解決である。対義語は対話。広義には内戦や反乱も含む（戦争一覧）。人類が、集団を形成するようになる有史以来、繰り返されてきたものである。銀行などが引受けた巨額の戦費は慢性的な租税負担となる。市民生活に対する制限と攻撃は個人の尊厳を蹂躙する。時代ごとの考え方によって違法性が認定されてきた[1]。
"
先祖,先祖（せんぞ）または祖先（そせん）とは、現代人の、既に亡くなった数世代以前の血縁者全般のこと。狭義では、直系の尊属を指す場合が多い。対義語は子孫、後裔（こうえい）、または末裔（まつえい）。
銭湯,"銭湯（せんとう）は、日本の公衆浴場の一種。風呂屋（ふろや）とも、湯屋（ゆや）とも呼ばれる（詳細は後述）。
"
扇風機,"扇風機（煽風機、せんぷうき）とは、回転する羽根によって風を発生させる機器[1]。通常、扇風機という場合には、小型電動機の軸に羽根をつけ、その回転によって風を起こす装置をいい[2]、電気扇風機のことをいう。なお、サーキュレーターとは目的や構造が異なる[3]（エアサーキュレーター参照）。
"
煎餅,"煎餅（せんべい）とは、穀物の粉を使って作る食べ物の一つである。多くは薄く丸い形状をしている。
"
前方後円墳,"前方後円墳 （ぜんぽうこうえんふん）は、古墳の形式の1つ。円形の主丘に方形の突出部が接続する形式で、双丘の鍵穴形をなす[1]。
"
ゼンマイ,ゼンマイ（薇、学名Osmunda japonica）は、ゼンマイ科の多年生シダ植物。
染料,染料（せんりょう） とは、水など特定の溶媒に溶解させて着色に用いる有色の物質。普通は水を溶媒として布や紙などを染色する。誘導体が溶媒に可溶であり、染着後に発色させた色素は不溶となる、いわゆる建染染料も含む。建染染料の内、インディゴやインダンスレン、ペリノンオレンジ、フラバンスロンイエローなどは顔料としての確固たる使用実績があり、顔料としての認知度も高い。特定の媒体に分散するという性質が着色の上で重要なものは顔料と呼ばれる。
線路,"線路（せんろ）
"
ゾウ,"ゾウ（象）は、哺乳綱ゾウ目（長鼻目）ゾウ科の総称である[2][3]。
"
雑木林,雑木林（ぞうきばやし、ざつぼくりん）は、種々雑多の雑木が混じって生える森林を意味する日本語である。植物生態学上の語彙ではなく、高価な木材を得るのには役に立たない林を指すことがある。
雑巾,雑巾（ぞうきん）とは、汚れや、こぼれ落ちた液体を拭い取るなど、拭き掃除に用いられる布片のこと[1]。ウエスに似ているが、雑巾は布を数枚重ねて補強のために縫い合わせている。なお、「雑布」とも書く（世界大百科事典 第2版より[要ページ番号]）。
草原,"草原（そうげん、くさはら）は、草に覆われ、木がまったくない、または、ほとんど存在しない大地である。
"
倉庫,"倉庫（そうこ）は、有形の物品を保存・収納するための建造物である。
"
掃除機,"掃除機（そうじき）は、ゴミやホコリを容器内に回収する家庭電化製品（掃除用吸引機）である。しばしば電気掃除機（でんきそうじき）ともいう。
"
葬儀,"葬儀（そうぎ）あるいは葬式（そうしき）とは、人の死を弔うために行われる祭儀、葬制の一部である。
"
草食動物,草食動物（そうしょくどうぶつ）とは、生きている植物を主な食物とする性質、すなわち草食性を示す動物のことである。植物食動物ともいわれる。
素麺,素麺（索麺、そうめん）は、小麦粉を原料とした日本および東アジアの麺のひとつ。主に乾麺として流通するため、市場で通年入手できるが、冷やして食することが多く、清涼感を求めて夏の麺料理として食するのが一般的である。
草履,草履（ぞうり）は、鼻緒を有する日本の伝統的な履物[1]。明治時代以降に洋靴が普及するまで日本で広く使用された。
ゾウリムシ,ゾウリムシは、顕微鏡下では草履（ぞうり）のような形に見える繊毛虫の1種 Paramecium caudatum の和名、広義にはゾウリムシ属 (Paramecium) に属する種を指す。単細胞生物としてはよく名を知られている。微生物自体の発見者であるオランダのレーウェンフックによって17世紀末に発見された。日本語名は、動物学者の川村多実二が1930年につけたものであり、英語名の「slipper animalcule」の「slipper」を「草履」と意訳したことに由来している。
ソース,"ソース（sauce, source）"
ソーセージ,"ソーセージもしくはヴルスト（フランス語: saucisse, 英語: sausage,ドイツ語: Wurst）とは、鳥獣類の挽肉などを塩や香辛料で調味しケーシング等に充填した食品。湯煮や燻煙などの燻製処理を行い保存食とされることが一般的に多いが、ドイツなどでは生挽肉を詰めたまま（メットヴルスト）のものをパンに塗りつけ食する種類もある。[1]。"
ソックス,"ソックス
"
袖,袖（そで）は、衣服の部分名称であり、筒状になっていて腕を通す部分である。スリーヴ（英語: sleeve）、マンシュ（フランス語: manche）。
蕎麦,"蕎麦（そば）とは、穀物のソバの実を原料とする蕎麦粉を用いて加工した、日本の麺類、および、それを用いた料理である。今日、単に「蕎麦」と呼ぶ場合、通常は蕎麦切り（そばきり）を指す。中華そばなどと区別して日本蕎麦（にほんそば）とも呼ばれる。
"
そばかす,そばかす
ソファ,ソファ（ソファー、英語: sofa、イギリスなどで用いられる、アラビア語のصفة; ṣuffahに由来する）、カウチ（英語: couch、北米を中心に用いられる、古フランス語でベッドを指す couche に由来する[1]）、カナペ（フランス語: Canapé、フランス語での呼称）は、椅子に似た家具の一種で、後ろには背もたれが、左右には肘掛けがあり、座面や背もたれなどの部分はやわらかく快適で、1人から数人が座ってくつろげるようになっているものをいう。セッティ（セッティー、英語: settee）、チェスターフィールド（英語: chesterfield）などとも言い、座れる人数や形状など、国や地域によってこれらの語の指す種類には相違もある。
ソフトクリーム,"ソフトクリームは、主に、牛乳などを主原料として作られた柔らかいアイスクリームである。コーンカップ（アイスクリーム・コーン）の上に入れて食べることが多い。英語では""soft serve ice cream""と言い、ソフトクリームは和製英語。"
ソフトボール,"ソフトボール（Softball）は、野球から派生した球技で、野球と基本形は同じだがグラウンドサイズ、使用球などルールが幾分異なっている。野球に比べ、狭い土地でも行うことができ、ボールも大きく安全性が高いため、老若男女を問わずに楽しむことができる。塁球（るいきゅう）ともいう。
"
ソメイヨシノ,"ソメイヨシノ（染井吉野、学名: Cerasus ×yedoensis (Matsum.) Masam. & Suzuki ‘Somei-yoshino’）は、エドヒガン系の桜と日本固有種のオオシマザクラの雑種の交配で生まれた日本産の園芸品種のサクラ[2]。遺伝子研究の結果、ソメイヨシノはエドヒガンとオオシマザクラの雑種が交雑してできた単一の樹を始源とするクローンであることが判明している[2][3][4]。
"
空 (曖昧さ回避),空（そら、から、くう、あき、Sola、Sora）
ソラマメ,ソラマメ（蚕豆、空豆、英: Broad bean または Fava bean、学名 Vicia faba）は、マメ科の一年草または越年草。別名、ノラマメ（野良豆）、ナツマメ（夏豆）、テンマメ（天豆）、シガツマメ（四月豆）、コヤマメ（高野豆）。
空耳,空耳（そらみみ）
そり,"そり（雪車、橇、雪舟、轌、艝）は、底面を滑走させることにより物体の移動を補助する道具。英語では小さなものを「sled」、それより大きなものを「sleigh」、そして一番大きなものを「sledge」と呼び分けている。
"
そろばん,"そろばん（漢字表記：算盤、十露盤など）とは計算補助用具の一種で、串（細い棒）で刺した珠(たま)を移動させ、その位置で数を表現し、計算の助けとするもの。
"
ターバン,"ターバン（アラビア語：عمامة `imāma）は伝統的に中東諸国およびインドで用いられる頭に巻く帯状の布。
"
鯛,鯛（タイ、英: sea bream）とは、広義にはスズキ目タイ科の総称、狭義にはタイ科のマダイを指す。
ダイエット,ダイエット(diet)とは、規定食という意味である[1][2]。
ダイオキシン類,ダイオキシン類（ダイオキシンるい、Dioxins and dioxin-like compounds）は、ポリ塩化ジベンゾパラジオキシン (PCDD)、ポリ塩化ジベンゾフラン (PCDF)、ダイオキシン様ポリ塩化ビフェニル (DL-PCB) の総称である。これらは塩素で置換された2つのベンゼン環という共通の構造を持ち、類似した毒性を示す。
体温計,体温計（たいおんけい）は、動物の体の温度（体温）を計測するための温度計。人間の体温を測ることを目的したものでは概ね32℃から42℃までの範囲を測定できる。42℃以上を測定できない（電子式では「H℃」などと表示される）のは、体温が42℃を超えるような生命の危機に瀕した状態においては正確な体温を測定することにあまり意味がないためである。
大学,"大学（だいがく、英: college、university）は、学術研究および教育における高等教育機関である。
"
地球の大気,地球の大気（ちきゅうのたいき、英: earth's atmosphere[1]）とは、地球の表面を層状に覆っている気体のこと[2]。地球科学の諸分野で「地表を覆う気体」としての大気を扱う場合は「大気」と呼ぶが、一般的に「身近に存在する大気」や「一定量の大気のまとまり」等としての大気を扱う場合は「空気(air)」と呼ぶ。
大工,"大工（だいく）とは、主として木造建造物の建築・修理を行う職人のこと。古くは建築技術者の職階を示し、木工に限らず各職人を統率する長、または工事全体の長となる人物をさしていた[1]、番匠(ばんじょう)とも。現在の建築業界においてはさまざまな新しい技術や工法、新建材の知識はもとより、建築工程をまとめる過程において建築業務に携わる他職人や業者の関連業務知識が必要とされる場合があり、現在でも木造建築の建築業務などにおいては実質的現代棟梁であるとされる場合が多い。
"
太鼓,太鼓（たいこ）は、動物の皮などで作った薄い膜を枠（胴）に張り、それをたたいて音を出す楽器である。楽器分類学では「膜鳴楽器」と呼ぶが、実用上の楽器分類では「体鳴楽器」とともに打楽器に分類される。太鼓は古くから存在する楽器のひとつで、世界各地に広く分布し、その地域によって特色ある太鼓が存在している。楽器として使用されるほか、かつて西アフリカにおいては太鼓によって遠距離通信を行う、いわゆるトーキングドラムという使用法が広く行われていた。
ダイコン,"ダイコン（大根、学名：Raphanus sativus var. longipinnatus）はアブラナ科ダイコン属の越年草で、野菜として広く栽培される。主に肥大した根を食用とするほか、種子から油を採ることもある。緑黄色野菜でもあり、淡色野菜でもある。名前の由来は、大きな根を意味する大根（おおね）から。
"
大使館,大使館（たいしかん、英語：Embassy）は、国交が成立している外国に、自国の特命全権大使を駐在させて公務を執行する役所。領事館と共に外交使節団の公館（日本の法令用語では在外公館）と呼ばれる。
ダイズ,"大豆（学名 Glycine max）は、マメ科の一年草。完熟種子は主に搾油の原料となり、脱脂後の絞り粕（大豆粕）は飼料として利用されている。食用にもなり特に東アジアでは様々な利用形態が発達している。未成熟の種子を枝豆と呼ぶ。
"
体操,"体操（たいそう、Gymnastics）は、飛んだり跳ねたりするなど、ある程度の激しい動きとリズムを伴って、いろいろなポーズに身体を動かす運動をいう。
"
橙,橙（だいだい）
大腸,"大腸（だいちょう、英: large intestine）は、脊椎動物の消化器である消化管の一部で、小腸より肛門に近い部位に位置する器官である。腸管の太さと腸絨毛を欠く点で、小腸と区別される。
"
タイツ,"タイツ（tights）は、一般的にはストレッチサテン地、ナイロン地など伸縮性を持たせた布地で縫製されたフィット性のあるズボン。
"
ダイナマイト,ダイナマイト（英: dynamite）はニトログリセリンを主剤とする爆薬の総称。アルフレッド・ノーベルが最初に発明したのはニトログリセリンを珪藻土にしみ込ませたものである。現代の日本においては、社団法人火薬学会の規格では6%をこえるニトロゲル（後述のブラスチングゼラチン）を含有する爆薬の総称と規定されている。
堆肥,堆肥（たいひ）とは、有機物を微生物によって完全に分解した肥料のこと。有機資材（有機肥料）と同義で用いられる場合もあるが、有機資材は易分解性有機が未分解の有機物残渣も含むのに対し、堆肥は易分解性有機物を完全に分解したものを指す。
ダイビング,ダイビング (diving) ／ダイブ（dive）は「飛び込み」のことで、広義には水泳競技での飛び込み種目からスカイダイビングまで含まれる。
大仏,"大仏（だいぶつ）とは、大きな仏像を指す通称。中国などアジアの仏教圏では、天然の岩壁を彫刻した磨崖仏などが古くから造られてきた。日本においては、奈良時代に聖武天皇が、国家の安寧と民の幸福を祈願して東大寺に奈良の大仏（東大寺大仏）を造立したのを嚆矢とする。以降、現代に至るまで、大きな功徳を求めた願主によって各地に大きな仏像が造られてきた。
"
糞,"糞（くそ、ふん。※「くそ」の別表記：屎）とは、動物の消化管から排泄される固体状の排泄物（屎尿）。糞便（ふんべん）、大便（だいべん）、俗にうんこ、うんち[* 1]、ばばや、大便から転じ大などとも呼ばれる。しかし、硬さや大きさ、成分などの違いで呼び名を使い分けている訳ではない[1]。
"
たいまつ,たいまつ（松明、炬火、トーチ、英語：torch）は、明かりとして使うために、手で持てるようにした火のついた木切れなどである。通常、長い棒や竿（さお）などの突端に、枯れ草や、松脂など燃えやすいものに浸した布切れを巻きつけたものである。
タイムマシン,タイムマシン（英語: Time Machine）とは、時間の流れを超えて未来や過去へ旅するための架空の機械である[1]。
タイヤ,"タイヤ（米: Tire, 英: Tyre）は、車輪（ホイール）のリムを丸く囲む帯状の構造で、路面・地面あるいは軌道の上を転がる踏面（トレッド）を形成するものの総称である。ここではゴムタイヤについて述べる。漢字標記式: 輪胎（輪=車輪、胎=単にTireの""Ti""部の音からの使用で車輪の胎盤という意味はない）
"
たい焼き,たい焼き（鯛焼き、たいやき、タイヤキ）は、鯛を形とった金属製焼き型で焼いて作られた食べ物であり、餡（あん）入りで小麦粉主体の和菓子である。明治時代から食べられている日本の菓子[1]。なお、鯛を焼き魚にしたものとは別物である。
ダイヤモンド,"ダイヤモンド[1]（英語: diamond [ˈdaɪəmənd]）は、炭素 (C) の同素体の1つであり、実験で確かめられている中では天然で最も硬い物質である。日本語で金剛石（こんごうせき）ともいう。ダイヤとも略される。結晶構造は多くが8面体で、12面体や6面体もある。宝石や研磨材として利用されている。ダイヤモンドの結晶の原子に不対電子が存在しないため、電気を通さない。
"
太陽,"太陽（たいよう、英: Sun、羅: Sol）は、銀河系（天の川銀河）の恒星の一つである。人類が住む地球を含む太陽系の物理的中心[9]であり、太陽系の全質量の99.86%を占め、太陽系の全天体に重力の影響を与える[10]。
"
大陸,"大陸（たいりく、英: continent）とは、地球の地殻上に存在する陸塊である。一般的にはユーラシア大陸・アフリカ大陸・北アメリカ大陸・南アメリカ大陸・オーストラリア大陸・南極大陸の6つの陸上部分を指すが、これは相対的な判断によるもので厳格な基準は設けられていない[1][2]。衝突や分裂など大陸の動きは、かつては大陸移動説として説明されたプレートテクトニクスで理論化され、地質学の研究課題となっている。
"
大理石,大理石（だいりせき）とは、石灰石を源岩とする変成岩（結晶質石灰岩）の石材としての一般的な呼称である。大理石は古代より建築や彫刻に使われている。
対流圏,対流圏（たいりゅうけん、英語: troposphere）は、地球の大気の層の一つ。大気の鉛直構造において一番下（高度0kmから約11km）、地表と成層圏の間に位置する。成層圏との境界は対流圏界面と呼ばれる[1]。地球大気の質量の約80%がこの層に存在している[要出典]。'tropos' はギリシャ語で「混ざること、混合」といった意味をもつ。対流圏内では空気の上下攪拌が行われている[1]。
唾液,唾液（だえき、saliva）は、唾液腺から口腔内に分泌される分泌液である。水、電解質、粘液、多くの種類の酵素からなる。唾液は、唾液腺より分泌される。正常では1日に1-1.5リットル程度（安静時唾液で700-800ミリリットル程度）分泌される[1]。成分の99.5%が水分であり、無機質と有機質が残りの約半分ずつを占める[2]。
タオル,"タオル（英: towel）とは、タオル地の布で作られた手ぬぐい。サイズ、用途によってフェイスタオル・バスタオル・ビーチタオル・スポーツタオルなどに分類できる。また毛布としてのタオルケットがある。
"
鷹,"鷹（たか）とは、タカ目タカ科に属する鳥のうち比較的小さ目のものを指す通称で、鳥類の一種である。 オオタカ、ハイタカ、クマタカなどの種がいる。タカ科に分類される種にて比較的大きいものをワシ（鷲,Eagle）、小さめのものをタカ（鷹, Hawk）と呼び分けているが、明確な区別ではなく慣習に従って呼び分けているに過ぎない。また大きさからも明確に分けられているわけでもない。例えばクマタカはタカ科の中でも大型の種であり大きさからはワシ類といえるし、カンムリワシは大きさはノスリ程度であるからタカ類といってもおかしくない。"
駄菓子,駄菓子（だがし）とは、茶席や贈答にも使われる高級菓子に対し、主に子供向けに製造販売される、安価な菓子のことである。
打楽器,打楽器（だがっき）とは、打つ、こする、振るなどして音を出す楽器の総称で、各民族に様々な楽器がある。弦楽器や管楽器、鍵盤楽器に含まれる楽器は通常は打楽器から除外される。弦楽器や管楽器と比べて原始的で、長い歴史を持つと考えられている。楽器分類学では体鳴楽器と膜鳴楽器に分けられる。
宝,宝（たから）とは、その希少さや美しさゆえに貴重な物。財宝とも呼ぶ。
滝,"滝、瀧（たき）とは、河川や湖の一部が段差になっているため、水が落下している場所を言う。瀑布（ばくふ）、飛瀑（ひばく）とも言う。なお、水の落下開始場所を滝口（たきぐち）と言い、水の落下点の水深が深くなっている場所を滝壷（たきつぼ）と言う。 日本においては、国土地理院の定めた定義によると、""流水が急激に落下する場所で落差が５メートル以上で、常時水が流れているもの""とされているが、歴史的に有名な滝や地理上の好目標となる滝については例外もある。"
薪,薪（まき、たきぎ）とは、燃料として用意された木（枝を含む）や木材、木材の廃材などの事を指す。なお、炭（特に木炭）とともに薪炭（しんたん）ということもある。
滝,"滝、瀧（たき）とは、河川や湖の一部が段差になっているため、水が落下している場所を言う。瀑布（ばくふ）、飛瀑（ひばく）とも言う。なお、水の落下開始場所を滝口（たきぐち）と言い、水の落下点の水深が深くなっている場所を滝壷（たきつぼ）と言う。 日本においては、国土地理院の定めた定義によると、""流水が急激に落下する場所で落差が５メートル以上で、常時水が流れているもの""とされているが、歴史的に有名な滝や地理上の好目標となる滝については例外もある。"
焚き火,"焚き火（たきび）とは、広義では、火を焚くこと、火を燃やすこと、および、その火を指す[1]。狭義では、木の枝や落ち葉、薪などを地面その他の一箇所に集めて燃やすこと、および、その火を指す。伝統的には焚火（たきび、ふんか[1]）と読み書きし、そのほか、たき火とも記す。落ち葉を使った焚き火は落ち葉焚き（おちばたき。季語としては落葉焚）と言う。
"
沢庵漬け,沢庵漬け（たくあんづけ）は、大根を糠と塩などで漬けた漬物で、主に日本で食べられる。たくあん、たくわんなどとも呼ばれる。
